PRID,PRTITLE,PRREASON,PRTYPE,CONFIDENCE
3103444370,Add DatePickerValidationBehavior sample,"The PR introduces a new feature by adding a DatePicker validation sample, including a new validation rule and exposing new properties in the view model, which aligns with adding new functionality.",feat,9
3225006078,Add CMake build system for core,"The PR introduces a new build system using CMake and updates related build instructions, which affects the build process and external dependencies.",build,9
3103418036,[alpha_factory] Add sector equity mapping,"The PR introduces a new dataset and extends functionality with a CSV loader and shock propagation, which adds new features to the finance adapter. It also includes tests for the new logic, indicating feature addition rather than bug fixes or other changes.",feat,9
3103367606,DEVREL-643 feat(oft-solana): warn when message options missing,"The PR introduces a new feature that warns users when message options are missing to prevent send failures, which aligns with the 'feat' type for new features.",feat,9
3103210640,[alpha_factory] add seed option,"The PR introduces a new feature by adding an optional seed configuration and seeding functionality in the CLI, which is a new capability rather than a fix or other change type.",feat,9
3103444965,Add slider validation sample,"The PR introduces a new sample page and exposes new properties, which adds new functionality to the project, indicating a new feature.",feat,9
3103632955,Add tests for small-lang,"The PR primarily adds integration tests for the 'small-lang' binary and updates dependencies related to testing, which fits the 'test' category of adding or correcting tests.",test,9
3073179861,Add Safari command to close other tabs,"The PR introduces a new command feature to close other tabs, which is a new functionality addition.",feat,9
3273845122,Update threshold modal IDs,"The changes involve renaming DOM elements and updating JavaScript functions without adding new features or fixing bugs, which is a refactor to improve code structure and clarity.",refactor,8
3103517644,[alpha_factory] Add self improver utility,"The PR introduces a new utility module and a new CLI command, which adds new functionality to the project.",feat,9
3073198990,Add trigger node status indicator,"The PR introduces a new feature that adds a trigger node status indicator to the workflow designer, which is a new functionality.",feat,9
3103447350,Add NotNullValidationRule sample page,"The PR introduces a new sample page demonstrating a feature (NotNullValidationRule) and integrates it into the main view, which constitutes adding a new feature.",feat,9
3184544966,Improve VM join performance,"The changes described focus on optimizing performance by mutating lists in place and updating query compilation to improve join operations, which are performance improvements rather than new features or bug fixes.",perf,9
3073422508,Add grouping option to report menu,"The PR introduces a new feature by adding a grouping option to the report menu, including UI elements, configuration, and functionality to apply grouping.",feat,9
